city,route_id,line_local,line_en,operator,operator_source,technology,legal_class,mode,n_stations,is_loop,length_km_greatcircle,in_vehicle_min_sum,commercial_speed_proxy_kmh,trains_per_hour,headway_min,headway_source,constant_fill_share,speed_proxy_reliable,T1_uitp_line_criteria,T2_designated_urban_system,T3_scope,T3_basis,fare_flag,verdict,shares_line_with_routes,name_source,assignment_confidence,amap_line_id,note,technology_source,train_formation,capacity_per_train,capacity_class_national
Guangzhou,8,8号线,Line 8,"广州地铁集团有限公司 (广州地铁运营集团有限公司) / Guangzhou Metro Group Co., Ltd (Guangzhou Metro Operation Group)","zh.wikipedia.org line operator table, read 2026-08-23 (operator site refused the connection): https://zh.wikipedia.org/wiki/广州地铁",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,28,False,62.7,126.0,29.9,11.27,5.3,published_peak_offpeak_only,0.768,True,pass,pass,urban,speed proxy 30 km/h at or below 60,,include,,Amap topology match 2026-08-21,medium,440100023047,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Guangzhou,9,9号线,Line 9,"广州地铁集团有限公司 (广州地铁运营集团有限公司) / Guangzhou Metro Group Co., Ltd (Guangzhou Metro Operation Group)","zh.wikipedia.org line operator table, read 2026-08-23 (operator site refused the connection): https://zh.wikipedia.org/wiki/广州地铁",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,11,False,36.3,60.0,36.3,8.21,7.3,amap_interval_band,0.0,True,pass,pass,urban,speed proxy 36 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000043839,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Guangzhou,10,10号线,Line 10,"广州地铁集团有限公司 (广州地铁运营集团有限公司) / Guangzhou Metro Group Co., Ltd (Guangzhou Metro Operation Group)","zh.wikipedia.org line operator table, read 2026-08-23 (operator site refused the connection): https://zh.wikipedia.org/wiki/广州地铁",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,21,False,70.4,116.0,36.4,8.41,7.1,published_peak_offpeak_only,0.404,True,pass,pass,urban,speed proxy 36 km/h at or below 60,,include,,Amap topology match 2026-08-21,low,900000094220,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Guangzhou,11,11号线,Line 11,"广州地铁集团有限公司 (广州地铁运营集团有限公司) / Guangzhou Metro Group Co., Ltd (Guangzhou Metro Operation Group)","zh.wikipedia.org line operator table, read 2026-08-23 (operator site refused the connection): https://zh.wikipedia.org/wiki/广州地铁",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,31,True,81.2,160.0,30.5,7.86,7.6,published_interval_band_line,0.0,True,pass,pass,urban,speed proxy 30 km/h at or below 60,,include,12,Amap topology match 2026-08-21,high,900000074491,"same line name as route(s) 12: direction copy, extension segment or fragment","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Guangzhou,12,11号线,Line 11,"广州地铁集团有限公司 (广州地铁运营集团有限公司) / Guangzhou Metro Group Co., Ltd (Guangzhou Metro Operation Group)","zh.wikipedia.org line operator table, read 2026-08-23 (operator site refused the connection): https://zh.wikipedia.org/wiki/广州地铁",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,31,True,81.2,160.0,30.5,7.86,7.6,published_interval_band_line,0.0,True,pass,pass,urban,speed proxy 30 km/h at or below 60,,include,11,Amap topology match 2026-08-21,high,900000074491,"same line name as route(s) 11: direction copy, extension segment or fragment","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Guangzhou,13,12号线,Line 12,"广州地铁集团有限公司 (广州地铁运营集团有限公司) / Guangzhou Metro Group Co., Ltd (Guangzhou Metro Operation Group)","zh.wikipedia.org line operator table, read 2026-08-23 (operator site refused the connection): https://zh.wikipedia.org/wiki/广州地铁",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,9,False,21.1,58.0,21.8,8.3,7.2,published_peak_offpeak_only,0.538,True,pass,pass,urban,speed proxy 22 km/h at or below 60,,include,14,Amap topology match 2026-08-21,low,900000099784,"same line name as route(s) 14: direction copy, extension segment or fragment","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Guangzhou,14,12号线,Line 12,"广州地铁集团有限公司 (广州地铁运营集团有限公司) / Guangzhou Metro Group Co., Ltd (Guangzhou Metro Operation Group)","zh.wikipedia.org line operator table, read 2026-08-23 (operator site refused the connection): https://zh.wikipedia.org/wiki/广州地铁",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,8,False,27.0,42.0,38.6,9.0,6.7,transcription_2025_unsourced,,True,pass,pass,urban,speed proxy 39 km/h at or below 60,,include,13,Amap topology match 2026-08-21,medium,900000099784,"same line name as route(s) 13: direction copy, extension segment or fragment","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Guangzhou,15,3号线 (天河客运站支线),"Line 3, Tianhe branch (体育西路–天河客运站)","广州地铁集团有限公司 (广州地铁运营集团有限公司) / Guangzhou Metro Group Co., Ltd (Guangzhou Metro Operation Group)","zh.wikipedia.org line operator table, read 2026-08-23 (operator site refused the connection): https://zh.wikipedia.org/wiki/广州地铁",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,6,False,12.9,30.0,25.7,12.63,4.8,amap_interval_band,0.0,True,pass,pass,urban,speed proxy 26 km/h at or below 60,,include,,Amap topology match 2026-08-21 with manual override,medium,440100023033,"route 15 holds the 6-station 3号线 Tianhe branch. 13号线 (鱼珠–新沙) is route 22, separated from it on the Amap station sequences","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Guangzhou,16,14号线,Line 14,"广州地铁集团有限公司 (广州地铁运营集团有限公司) / Guangzhou Metro Group Co., Ltd (Guangzhou Metro Operation Group)","zh.wikipedia.org line operator table, read 2026-08-23 (operator site refused the connection): https://zh.wikipedia.org/wiki/广州地铁",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,13,False,102.5,112.0,54.9,6.79,8.8,published_peak_offpeak_only,0.441,True,pass,pass,urban,speed proxy 55 km/h at or below 60,,include,,Amap topology match 2026-08-21,low,900000074701,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Guangzhou,17,18号线,Line 18,"广东城际铁路运营有限公司 (广州地铁集团附属) / Guangdong Intercity Railway Operation Co., Ltd (Guangzhou Metro Group subsidiary)","zh.wikipedia.org line operator table, read 2026-08-23 (operator site refused the connection): https://zh.wikipedia.org/wiki/广州地铁",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,8,False,109.8,92.0,71.6,2.8,21.4,published_interval_band_line,0.0,True,pass,pass,metropolitan (Tier B),"Line 18, 160 km/h express to Nansha; proxy unreliable (mislocated stations)",,"include as Tier B (metropolitan scope), report in sensitivity sample",,Amap topology match 2026-08-21,medium,900000075991,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Guangzhou,18,21号线,Line 21,"广州地铁集团有限公司 (广州地铁运营集团有限公司) / Guangzhou Metro Group Co., Ltd (Guangzhou Metro Operation Group)","zh.wikipedia.org line operator table, read 2026-08-23 (operator site refused the connection): https://zh.wikipedia.org/wiki/广州地铁",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,20,False,112.3,142.0,47.5,6.0,10.0,transcription_2025_unsourced,,True,pass,pass,urban,speed proxy 47 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000046003,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Guangzhou,19,22号线,Line 22,"广东城际铁路运营有限公司 (广州地铁集团附属) / Guangdong Intercity Railway Operation Co., Ltd (Guangzhou Metro Group subsidiary)","zh.wikipedia.org line operator table, read 2026-08-23 (operator site refused the connection): https://zh.wikipedia.org/wiki/广州地铁",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,4,False,32.5,38.0,51.4,5.8,10.3,published_peak_offpeak_only,0.765,True,pass,pass,metropolitan (Tier B),"Line 22, 160 km/h express; proxy unreliable (mislocated stations)",,"include as Tier B (metropolitan scope), report in sensitivity sample",,Amap topology match 2026-08-21,medium,900000078763,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Guangzhou,20,APM线,Zhujiang New Town APM,"广州地铁集团有限公司 (广州地铁运营集团有限公司) / Guangzhou Metro Group Co., Ltd (Guangzhou Metro Operation Group)","zh.wikipedia.org line operator table, read 2026-08-23 (operator site refused the connection): https://zh.wikipedia.org/wiki/广州地铁",rubber-tyred AGT / automated people mover,城市轨道交通: 自动导向轨道系统 (GB/T 44413-2024 Table 4 row 5),APM / rubber-tyred people mover,9,False,7.6,18.0,25.2,18.0,3.3,transcription_2025_unsourced,,True,pass,pass,urban,speed proxy 25 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,440100023025,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,中运能 or 低运能 (GB/T Table 2 permits both)
Guangzhou,21,广佛线,"Guangfo Line, Guangzhou section 西塱–沥滘","广州地铁集团有限公司 (广州地铁运营集团有限公司) / Guangzhou Metro Group Co., Ltd (Guangzhou Metro Operation Group)","zh.wikipedia.org line operator table, read 2026-08-23 (operator site refused the connection): https://zh.wikipedia.org/wiki/广州地铁",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,8,False,73.4,128.0,34.4,11.16,5.4,published_peak_offpeak_only,0.765,True,pass,pass,urban,speed proxy 34 km/h at or below 60,,"include, divided at the municipal boundary",,Amap topology match 2026-08-21,high,440100023043,"广佛线 divided at the Guangzhou/Foshan boundary between 菊树 and 西塱. Guangzhou holds 西塱–沥滘 (8 stations) and Foshan holds 新城东–菊树 (17). Previously all 25 stations were held twice. line_en corrected from an erroneous ""Zhujiang New Town APM"".","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Guangzhou,22,13号线,Line 13,"广州地铁集团有限公司 (广州地铁运营集团有限公司) / Guangzhou Metro Group Co., Ltd (Guangzhou Metro Operation Group)","zh.wikipedia.org line operator table, read 2026-08-23 (operator site refused the connection): https://zh.wikipedia.org/wiki/广州地铁",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,11,False,48.5,70.0,41.6,8.07,7.4,published_peak_offpeak_only,0.761,True,pass,pass,urban,speed proxy 42 km/h at or below 60,,include,,Amap topology match 2026-08-21 with manual override,high,900000071578,"separated from route 15 on the Amap station sequences. Eight stations 双岗–新沙 carried rounded coordinates 1 to 4 km off: seven corrected from the 2026 Amap capture, 沙村 from CPTOND-2025 and Amap 2026, which agree","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Guiyang,1,1号线,Line 1,,,steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,25,False,64.4,120.0,32.2,6.39,9.4,press_quoted_operator_notice,0.02,True,pass,pass,urban,speed proxy 32 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000068716,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Guiyang,2,S1线,S1 Line,,,steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,13,False,56.9,72.0,47.4,5.54,10.8,published_peak_offpeak_only,0.88,True,pass,pass,urban,speed proxy 47 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000172285,named S1 but CAMET 2025 counts all 146.47 km of Guiyang as 地铁 and lists no 市域快轨 for the city; scope by speed proxy,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Guiyang,3,2号线,Line 2,,,steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,32,False,72.4,142.0,30.6,7.53,8.0,press_quoted_operator_notice,0.033,True,pass,pass,urban,speed proxy 31 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000066417,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Guiyang,4,3号线,Line 3,,,steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,29,False,81.6,130.0,37.7,7.49,8.0,press_quoted_operator_notice,0.057,True,pass,pass,urban,speed proxy 38 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000132329,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Hangzhou,1,1号线,Line 1,杭州杭港地铁有限公司 / Hangzhou MTR Corporation Limited,memo 16 section 8 correction (brief of 2026-08-23),steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,33,False,98.7,168.3,35.2,11.95,5.0,amap_interval_band,0.0,True,pass,pass,urban,speed proxy 35 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,330100023133,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Hangzhou,2,2号线,Line 2,杭州地铁集团 / Hangzhou Metro Group,CPTOND-2025 company_cn via Amap line id (Wang et al. 2026),steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,33,False,82.7,154.0,32.2,11.84,5.1,published_peak_offpeak_only,0.855,True,pass,pass,urban,speed proxy 32 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,330100020003,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Hangzhou,3,4号线,Line 4,杭州地铁集团 / Hangzhou Metro Group,CPTOND-2025 company_cn via Amap line id (Wang et al. 2026),steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,33,False,83.4,164.0,30.5,9.9,6.1,press_quoted_operator_notice,0.167,True,pass,pass,urban,speed proxy 31 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000029624,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Hangzhou,4,5号线,Line 5,杭州杭港地铁有限公司 / Hangzhou MTR Corporation Limited,memo 16 section 8 correction (brief of 2026-08-23),steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,40,False,107.0,204.0,31.5,13.42,4.5,published_peak_offpeak_only,0.942,True,pass,pass,urban,speed proxy 31 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000065767,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Hangzhou,5,7号线,Line 7,杭州地铁集团 / Hangzhou Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,24,False,88.6,124.0,42.9,8.51,7.1,published_peak_offpeak_only,0.882,True,pass,pass,urban,speed proxy 43 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000099060,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Hangzhou,6,8号线,Line 8,杭州地铁集团 / Hangzhou Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,9,False,32.5,44.0,44.4,6.63,9.0,published_peak_offpeak_only,0.292,True,pass,pass,urban,speed proxy 44 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000099066,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Hangzhou,7,9号线,Line 9,杭州地铁集团 / Hangzhou Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,21,False,56.2,92.0,36.6,9.64,6.2,published_peak_offpeak_only,0.849,True,pass,pass,urban,speed proxy 37 km/h at or below 60,,include,14,Amap topology match 2026-08-21,high,900000166808,"same line name as route(s) 14: direction copy, extension segment or fragment","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Hangzhou,8,10号线,Line 10,杭州地铁集团 / Hangzhou Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,12,False,26.4,56.0,28.2,7.76,7.7,published_peak_offpeak_only,0.299,True,pass,pass,urban,speed proxy 28 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000122963,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Hangzhou,9,16号线,Line 16,杭州地铁集团 / Hangzhou Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,12,False,64.5,72.0,53.7,7.72,7.8,published_peak_offpeak_only,0.696,True,pass,pass,urban,speed proxy 54 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000130963,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Hangzhou,10,6号线,Line 6,杭州地铁集团 / Hangzhou Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,33,False,99.9,166.0,36.1,9.41,6.4,published_peak_offpeak_only,0.785,True,pass,pass,urban,speed proxy 36 km/h at or below 60,,include,11,Amap topology match 2026-08-21,high,900000073754,"same line name as route(s) 11: direction copy, extension segment or fragment","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Hangzhou,11,6号线,Line 6,杭州地铁集团 / Hangzhou Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,4,False,9.5,18.0,31.6,6.15,9.8,press_quoted_operator_notice,0.0,True,pass,pass,urban,speed proxy 32 km/h at or below 60,,include,10,Amap topology match 2026-08-21,high,900000073754,"same line name as route(s) 10: direction copy, extension segment or fragment","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Hangzhou,12,3号线,Line 3,杭州地铁集团 / Hangzhou Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,33,False,88.0,164.0,32.2,9.44,6.4,published_peak_offpeak_only,0.39,True,pass,pass,urban,speed proxy 32 km/h at or below 60,,include,13,Amap topology match 2026-08-21,high,900000092651,"same line name as route(s) 13: direction copy, extension segment or fragment","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Hangzhou,13,3号线,Line 3,杭州地铁集团 / Hangzhou Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,5,False,14.5,24.0,36.2,9.53,6.3,published_peak_offpeak_only,0.529,True,pass,pass,urban,speed proxy 36 km/h at or below 60,,include,12,Amap topology match 2026-08-21,high,900000092651,"same line name as route(s) 12: direction copy, extension segment or fragment","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Hangzhou,14,9号线,Line 9,杭州地铁集团 / Hangzhou Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,21,False,56.2,92.0,36.6,9.64,6.2,published_peak_offpeak_only,0.849,True,pass,pass,urban,speed proxy 37 km/h at or below 60,,include,7,Amap topology match 2026-08-21,high,900000166808,"same line name as route(s) 7: direction copy, extension segment or fragment","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Hangzhou,15,19号线,Line 19,杭州地铁集团 / Hangzhou Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,17,False,102.6,112.0,55.0,8.47,7.1,published_peak_offpeak_only,0.321,True,pass,pass,urban,speed proxy 55 km/h at or below 60,,include,,Amap topology match 2026-08-21,medium,900000101230,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Harbin,1,1号线,Line 1,哈尔滨地铁集团 / Harbin Metro Group,CPTOND-2025 company_cn via Amap line id (Wang et al. 2026),steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,23,False,50.4,92.0,32.9,8.29,7.2,press_quoted_operator_notice,0.132,True,pass,pass,urban,speed proxy 33 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,230100020502,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Harbin,2,2号线,Line 2,哈尔滨地铁集团 / Harbin Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,19,False,53.5,91.3,35.1,8.16,7.4,press_quoted_operator_notice,0.142,True,pass,pass,urban,speed proxy 35 km/h at or below 60,,include,,Amap topology match 2026-08-21,high,900000066208,,"GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
Harbin,3,3号线,Line 3,哈尔滨地铁集团 / Harbin Metro Group,"CPTOND-2025 company_cn via Amap line id (Wang et al. 2026), city single operator inferred",steel-wheel metro,城市轨道交通: 地铁系统 (GB/T 44413-2024 Table 4 row 1),metro,36,True,71.8,150.0,28.7,8.88,6.8,published_peak_offpeak_only,0.316,True,pass,pass,urban,speed proxy 29 km/h at or below 60,,include,"4,5",Amap topology match 2026-08-21,high,900000074906,"same line name as route(s) 4,5: direction copy, extension segment or fragment","GB/T 44413-2024 clause 5.1 and Table 2 for the system type and capacity class, reconciled against CAMET 2025 annual report table 3 per-city mode kilometres (china_metro/data calibration/camet2025_table3_mode_km.csv)",,,大运能 (>=3 万人次/h)
